BU_UOX,BU_MOX,Fr_MOX,TC_MOX,Pu_TOT
33.89,64.22,0.124,18.34,13.972033
34.07,39.79,0.1221,19.89,14.145535
34.08,54.01,0.136,14.1,13.103668
33.97,41.91,0.08994,12.29,15.307403
34.17,42.02,0.04646,2.701,17.087878
33.89,46.62,0.1745,6.081,12.494201
34.15,37.06,0.007721,7.787,18.869606
34.04,49.59,0.1428,16.19,13.353907
34.09,49.45,0.162,15.99,13.169629
34.12,51.6,0.1963,17.33,12.665761
34.0,49.86,0.0438,17.35,17.303425
34.06,58.85,0.1509,15.97,12.816386
34.14,64.44,0.1329,2.631,13.361548
34.13,41.8,0.008436,0.6508,18.880434
33.85,63.3,0.1052,19.08,14.682395
34.09,47.15,0.00668,10.31,18.921891
33.99,36.52,0.1999,1.321,12.461983
33.86,50.86,0.06588,5.824,16.461471
33.99,54.87,0.08783,13.68,15.060787
34.12,60.25,0.02684,9.277,17.910301
33.99,41.72,0.006476,17.98,18.955973
34.08,31.14,0.08497,1.247,15.540507
34.04,64.76,0.1182,12.37,13.733094
33.9,31.38,0.1176,11.11,14.242586
34.13,42.8,0.1448,11.78,13.199297
45.07,64.57,0.1347,9.699,11.334657
45.08,40.77,0.06883,15.84,13.925226
45.21,53.79,0.07001,0.6036,13.685063
45.09,52.61,0.007901,6.131,16.475063
45.18,54.45,0.1766,19.87,11.573525
45.15,42.72,0.1772,0.6289,11.059269
45.4,57.03,0.1414,18.34,11.713029
45.23,48.79,0.027,12.83,15.633028
45.25,58.52,0.02513,13.85,15.637172
45.14,43.91,0.06487,3.546,13.819801
45.17,62.66,0.04123,13.46,14.806981
45.08,36.49,0.1479,4.157,11.597105
45.19,64.48,0.0931,14.52,12.747916
45.18,48.31,0.06107,7.753,14.236682
45.18,60.53,0.1401,14.25,11.634747
45.2,52.68,0.1548,0.1222,11.091119
45.3,31.88,0.1356,4.084,11.950468
45.24,54.99,0.1559,10.96,11.44355
45.11,59.65,0.09589,5.974,12.698118
45.39,61.67,0.1378,9.185,11.439006
45.1,55.52,0.1068,12.75,12.109106
45.27,49.34,0.1869,13.29,11.166336
45.2,62.03,0.1662,3.328,10.973496
45.06,45.82,0.1047,4.654,12.278998
45.1,44.21,0.1893,17.1,11.467981
45.37,39.58,0.1756,15.71,11.7676
45.11,49.73,0.08119,0.7743,13.615751
45.05,48.93,0.03175,18.32,15.478706
45.13,35.74,0.003949,4.735,16.680994
45.31,35.62,0.146,0.3948,11.520994
45.37,53.7,0.1417,1.063,11.1777
45.06,38.16,0.0466,4.957,15.002512
45.14,57.02,0.1749,7.219,10.880926
45.15,62.43,0.1694,6.913,10.9979
45.33,40.82,0.02485,6.73,15.687105
45.17,47.31,0.1299,0.656,11.435566
45.26,34.21,0.004845,7.997,16.609556
45.31,43.32,0.1549,1.722,11.24053
45.28,41.83,0.09335,6.21,12.966727
45.09,51.79,0.142,15.51,11.801982
45.22,51.63,0.1837,0.797,10.835004
45.39,34.07,0.003253,4.304,16.646434
45.38,56.23,0.1536,5.16,10.995203
45.17,54.83,0.1259,18.3,12.017589
45.07,41.04,0.1114,14.3,12.263225
45.24,62.74,0.0006105,13.54,16.8024
45.12,34.12,0.1555,1.42,11.633164
45.32,42.34,0.03043,19.83,15.533395
45.11,49.15,0.07747,17.96,13.455483
45.38,62.83,0.1565,12.03,11.262171
45.35,47.42,0.1706,2.578,10.977732
45.16,34.43,0.06472,8.216,14.223815
45.36,32.8,0.02334,11.51,15.831538
45.27,59.82,0.0144,16.37,16.187459
45.09,30.14,0.07206,16.26,13.890844
45.35,61.23,0.09849,0.5848,12.739939
45.25,63.2,0.06057,13.28,13.949221
45.22,56.64,0.01334,11.55,16.192118
45.13,64.61,0.07718,18.59,13.279853
45.1,41.78,0.1927,3.252,11.109437
45.29,48.38,0.01921,14.11,15.948129
45.2,40.24,0.06076,15.62,14.097317
45.29,47.92,0.1823,14.76,11.370321
45.28,55.08,0.04071,3.87,14.949679
45.28,60.8,0.02507,0.865,15.788102
45.22,55.45,0.0145,18.4,16.191449
45.4,39.24,0.1307,2.15,11.733022
45.23,47.26,0.07361,11.44,13.392632
45.15,60.57,0.01221,14.7,16.317025
45.31,58.99,0.1118,7.089,11.823346
45.19,54.18,0.04178,10.35,14.98526
45.36,62.79,0.09417,0.01656,12.559222
45.32,34.87,0.09618,12.79,12.831089
45.38,56.27,0.1222,6.952,11.618661
45.16,43.75,0.04078,10.7,14.952219
45.33,36.75,0.1233,10.02,12.099464
45.34,40.47,0.0,6.007,11.914581
45.35,64.83,0.1143,16.51,11.943219
45.18,56.2,0.1274,4.222,11.349346
45.25,41.3,0.04442,7.186,14.733548
45.14,38.97,0.1532,1.422,11.49478
45.06,62.34,0.08799,9.728,12.771664
45.13,46.55,0.06575,9.026,13.760573
45.2,57.14,0.01178,10.0,16.315546
45.24,61.58,0.07743,15.7,13.305991
45.3,58.87,0.0188,10.68,15.974216
45.33,48.11,0.007038,17.4,16.501061
45.12,63.5,0.07499,11.7,13.430019
45.38,36.8,0.1457,4.841,11.690163
45.36,61.4,0.1858,7.39,10.931145
45.08,56.28,0.1215,16.47,11.990315
45.23,36.69,0.1357,10.43,11.998804
45.07,61.04,0.1099,1.014,11.905142
45.29,33.42,0.1305,10.89,12.2048
45.27,39.34,0.06506,11.6,13.871313
45.33,37.67,0.03815,0.6249,15.0211
45.21,37.89,0.07025,13.83,13.745092
45.26,60.21,0.02126,0.2525,15.957998
45.31,52.98,0.02704,5.565,15.487339
45.34,60.76,0.06235,19.86,14.038443
64.8,36.93,0.1345,11.02,10.454614
64.93,33.91,0.02929,0.972,13.123429
64.74,62.32,0.1109,11.71,10.272659
64.71,39.68,0.08812,5.328,10.69293
64.78,40.13,0.005169,19.96,13.985629
64.83,37.93,0.1833,15.28,10.071618
64.96,57.3,0.02805,5.533,13.009808
64.93,48.07,0.08103,10.8,10.792648
64.82,34.64,0.04956,7.519,12.006848
64.95,35.18,0.05186,7.486,12.137171
64.82,56.95,0.04844,0.5917,12.294798
64.81,63.26,0.005057,2.123,13.963773
64.73,39.13,0.1732,7.451,10.008809
64.88,49.22,0.1255,11.29,10.240343
64.78,33.52,0.02758,1.344,12.944071
64.86,40.56,0.188,12.08,9.8843139
64.88,46.0,0.1864,7.127,9.832177
64.94,35.5,0.1004,0.4415,10.573868
64.79,57.45,0.1657,2.25,9.6235148
64.88,57.0,0.1184,3.796,9.9821637
64.69,47.06,0.1075,7.931,10.256876
64.71,44.85,0.1693,10.72,10.051623
64.79,63.57,0.1751,3.999,9.3590109
64.86,42.01,0.1246,16.88,10.589757
64.98,59.56,0.1443,10.22,9.8272954
64.69,39.99,0.01137,19.7,13.766915
64.79,55.87,0.1607,17.79,10.186694
64.66,32.01,0.04733,11.43,12.18198
64.75,57.13,0.09169,12.9,10.598387
64.76,40.7,0.185,13.3,9.9667513
64.85,60.59,0.02259,17.31,13.150245
64.76,49.37,0.04533,18.83,12.352821
64.91,64.49,0.1737,19.23,9.8975423
64.94,51.91,0.1819,18.73,10.110073
64.97,42.05,0.1598,2.093,9.9906005
64.67,46.65,0.09365,18.85,10.896462
64.83,58.67,0.06845,13.52,11.310261
64.7,36.43,0.01024,18.37,13.77568
64.77,56.28,0.04316,8.065,12.169606
64.76,51.9,0.0292,6.928,12.816771
64.93,51.27,0.03653,2.058,12.748348
64.94,39.08,0.0914,12.78,10.845616
64.67,33.18,0.08147,18.31,11.235124
64.68,48.49,0.1252,12.29,10.415793
64.92,48.98,0.04828,11.36,12.121119
64.81,39.79,0.03712,11.72,12.650618
64.89,46.68,0.1031,16.33,10.762647
64.72,40.45,0.07564,13.09,11.106284
64.65,53.36,0.07731,10.17,11.072334
64.85,55.22,0.1674,2.43,9.643885
64.97,56.6,0.1181,2.56,10.090826
64.9,44.7,0.006364,12.58,13.889111
64.86,56.21,0.1852,11.0,9.6943609
64.98,33.03,0.01341,19.15,13.639786
64.85,36.4,0.09456,18.02,11.029513
64.9,49.15,0.1624,13.25,10.137418
64.87,32.23,0.09503,13.96,10.965523
64.84,57.42,0.1283,18.67,10.426794
64.72,45.69,0.1004,18.38,10.797916
64.66,35.14,0.1728,18.64,10.430796
64.84,53.41,0.0441,0.0692,12.269528
64.66,40.93,0.177,11.24,10.121238
64.68,41.44,0.06878,14.66,11.361407
64.87,34.72,0.1139,14.16,10.869163
64.68,35.76,0.08588,14.71,11.01986
64.71,52.16,0.04509,5.957,12.185928
64.92,42.53,0.003794,7.569,14.023983
64.72,47.84,0.04564,17.78,12.350299
64.77,39.19,0.03624,14.58,12.58413
64.97,47.48,0.1887,4.762,9.623403
64.7,35.59,0.1634,8.577,10.089179
64.94,60.28,0.1913,8.013,9.4039084
64.96,37.75,0.03391,4.407,12.872892
64.74,56.16,0.1885,8.031,9.6542456
64.86,49.54,0.02452,12.9,13.069434
65.0,53.58,0.1298,12.45,10.106621
64.95,51.7,0.1377,11.59,10.164206
64.91,33.64,0.1361,7.713,10.411408
64.99,50.39,0.1207,19.77,10.422141
64.81,49.75,0.1062,11.54,10.473957
64.89,54.04,0.04361,2.364,12.467553
64.99,54.3,0.1989,15.39,9.7903399
64.77,64.15,0.1515,14.87,10.046076
64.9,49.66,0.01574,1.918,13.571287
64.92,54.93,0.0824,16.43,10.849561
64.7,30.47,0.1304,9.003,10.665996
64.7,56.11,0.02518,10.36,13.12756
64.73,37.01,0.03889,16.3,12.532813
64.67,43.94,0.04518,9.008,12.349241
64.83,49.57,0.173,7.988,9.7556921
64.82,47.73,0.08173,0.171,10.782314
64.74,31.26,0.186,7.988,9.9956988
64.75,30.58,0.1456,7.845,10.444168
64.79,51.88,0.01085,12.37,13.720634
64.88,46.84,0.1624,7.377,9.8821898
64.99,62.77,0.07699,9.663,10.688999
64.75,57.37,0.08617,12.87,10.587651
64.8,59.6,0.1614,13.13,10.00292
64.99,30.59,0.04019,10.43,12.573684
64.96,50.29,0.07039,19.0,11.281758
30.28,54.51,0.09252,9.642,16.117842
30.02,44.94,0.1887,10.63,13.348498
30.35,31.5,0.1153,2.676,15.747307
30.26,36.08,0.08916,18.89,16.552699
30.32,31.27,0.0938,0.4094,16.705864
30.22,64.69,0.07853,6.77,16.409313
30.04,52.49,0.17,5.297,13.032993
30.07,50.91,0.1219,3.684,14.785881
30.24,34.41,0.03049,5.288,19.112544
30.05,56.1,0.03526,3.234,18.914145
30.0,47.19,0.03386,12.33,18.829521
30.12,63.75,0.1285,15.22,14.560518
30.1,39.72,0.1704,0.7049,13.13031
30.03,38.25,0.07681,1.261,17.362132
30.04,31.24,0.1145,6.736,15.766161
30.25,31.02,0.04622,9.528,18.434403
30.29,53.38,0.008287,16.86,19.980524
30.01,59.22,0.1208,3.019,15.012138
30.23,54.43,0.1958,9.05,12.770889
30.19,32.57,0.07413,13.29,16.927608
30.14,33.25,0.09646,19.28,16.178746
30.34,53.98,0.1932,17.15,13.252875
30.14,35.26,0.05297,12.23,18.106709
30.3,35.26,0.1862,9.158,13.523587
30.32,64.81,0.1023,6.774,15.651875
30.26,52.25,0.06158,17.86,17.572531
30.15,60.07,0.09396,19.61,16.162145
30.19,52.23,0.1859,19.76,13.30578
30.16,56.47,0.001678,13.94,20.303297
30.13,52.0,0.07325,17.18,16.95013
30.16,64.58,0.1108,0.684,15.088603
30.07,54.95,0.06468,19.81,17.368745
30.27,30.12,0.09119,12.79,16.439879
30.33,62.01,0.06398,1.319,17.138201
30.23,45.79,0.1961,19.2,13.402823
30.23,44.83,0.1048,15.36,15.554311
30.31,36.36,0.133,1.737,14.550353
30.32,42.72,0.02285,18.97,19.35078
30.03,51.69,0.03645,18.83,18.730298
30.28,38.06,0.04602,8.726,18.391744
30.06,32.66,0.07395,16.83,17.105511
30.26,53.69,0.159,2.685,13.160892
30.25,61.78,0.1059,6.524,15.187385
30.28,64.28,0.06726,0.3814,17.424396
30.03,46.29,0.03424,11.37,18.928885
30.02,38.45,0.08856,12.92,16.407588
30.2,55.46,0.08956,14.38,16.138896
30.22,57.35,0.05888,16.0,17.600627
30.02,49.46,0.02293,10.45,19.361186
30.01,63.02,0.1118,14.29,15.410675
30.07,56.54,0.178,6.291,12.96715
30.11,33.07,0.191,1.313,13.278008
30.12,57.73,0.1912,4.87,12.45291
30.18,51.89,0.1508,18.07,13.713185
30.25,48.86,0.1504,6.675,13.633496
30.11,61.68,0.06482,12.94,17.231015
30.34,44.21,0.07106,3.838,16.936801
30.15,62.72,0.05836,19.97,17.666826
30.16,50.96,0.1927,3.955,12.661708
30.12,54.59,0.1246,1.755,14.861357
30.01,37.09,0.1374,3.357,14.760144
30.31,54.38,0.1658,14.64,13.444638
30.3,43.15,0.1106,3.881,15.673085
30.27,62.65,0.1147,4.894,15.137316
30.3,30.37,0.03981,14.07,18.557661
30.29,36.61,0.03906,0.03082,18.614444
30.19,34.1,0.03309,3.579,19.027602
30.2,54.05,0.06888,7.328,17.261174
30.33,45.1,0.1777,5.308,12.945686
30.1,60.02,0.0919,16.5,16.252628
30.22,33.32,0.01993,6.999,19.545782
30.09,60.27,0.0162,6.397,19.702187
30.13,56.82,0.02348,17.51,19.277214
30.24,53.39,0.005524,8.918,20.114518
30.07,55.27,0.01135,0.5816,19.956555
30.08,52.78,0.04641,19.52,18.2302
30.18,53.08,0.1617,12.6,13.389457
30.09,48.1,0.06946,12.62,17.271707
30.2,46.38,0.08734,10.5,16.158116
30.28,58.9,0.1967,7.108,12.45656
30.17,31.65,0.04245,1.827,18.692779
30.09,44.13,0.03987,7.365,18.69836
30.3,38.83,0.01349,11.08,19.746817
30.08,45.83,0.07557,14.54,16.988845
30.05,51.08,0.06766,12.39,17.225462
30.14,56.64,0.1908,7.155,12.744045
30.21,58.22,0.04008,2.927,18.605097
30.06,36.79,0.1867,15.57,13.729457
30.09,52.48,0.03713,2.629,18.592089
30.18,33.65,0.0968,6.302,16.341498
30.17,31.34,0.07421,9.018,17.248592
30.04,61.31,0.01906,4.978,19.492454
30.12,30.33,0.1775,13.5,14.104605
30.13,59.77,0.1563,2.807,13.525105
30.34,55.69,0.1654,7.442,12.997561
30.24,46.2,0.05619,6.528,17.706428
30.06,36.09,0.01826,3.655,19.702802
30.21,44.29,0.06547,19.78,17.528163
30.17,53.75,0.1618,2.316,13.209804
30.34,43.04,0.03242,19.53,18.921157
44.72,64.77,0.06673,10.69,13.743338
44.89,60.99,0.1457,8.225,11.320992
44.84,46.21,0.1088,4.63,12.082373
44.72,56.37,0.1698,9.152,11.410574
44.94,55.88,0.03218,8.718,15.306617
45.03,35.69,0.05287,19.84,14.67427
44.92,41.22,0.1725,14.79,11.571887
44.97,47.04,0.03375,16.79,15.353004
45.02,34.63,0.04904,12.15,14.691958
45.05,30.64,0.145,1.577,11.867599
44.76,58.78,0.0282,10.06,15.658821
44.81,43.96,0.168,11.13,11.435252
44.7,38.22,0.164,9.286,11.694467
44.91,62.69,0.1652,14.19,11.194376
44.95,36.9,0.1923,2.986,11.185959
44.93,38.35,0.04621,9.286,14.965093
44.93,55.17,0.101,11.72,12.250823
44.9,63.35,0.05346,3.891,14.361294
44.85,53.11,0.1758,5.286,11.171789
44.74,32.31,0.1378,4.616,11.991748
44.88,51.96,0.01649,16.33,16.140896
44.98,35.83,0.03996,8.671,15.23924
44.83,57.01,0.04422,5.482,14.855243
44.7,37.86,0.1969,12.17,11.374629
44.71,34.19,0.1278,15.19,12.321262
44.77,55.32,0.05101,7.528,14.540537
44.73,59.82,0.1841,11.05,11.049206
44.87,30.85,0.04698,15.16,14.968554
44.8,48.49,0.05789,16.84,14.281526
44.84,56.52,0.09886,2.655,12.486429
44.8,64.64,0.0826,9.089,13.202213
44.96,52.86,0.01391,1.855,16.318576
44.8,56.97,0.1882,9.737,11.097099
44.86,40.57,0.1017,4.579,12.784828
45.04,37.89,0.1056,10.59,12.382911
44.96,57.41,0.1654,13.64,11.390709
44.97,52.13,0.07099,0.03593,14.043443
44.72,41.43,0.002198,11.19,16.820638
44.98,42.92,0.04143,7.906,14.914965
44.99,59.4,0.02776,13.61,15.535327
45.03,48.54,0.05324,11.52,14.527737
44.95,57.88,0.185,13.31,11.200049
44.85,60.01,0.03248,17.9,15.369869
44.75,58.82,0.01536,17.26,16.238426
44.9,37.57,0.08329,5.312,13.173332
44.79,35.27,0.03085,2.72,15.723273
45.0,40.5,0.009034,16.74,16.494485
44.77,30.62,0.03256,0.4716,15.722237
44.86,44.75,0.04476,12.31,14.771425
44.82,41.36,0.01889,0.6809,16.177199
44.78,32.95,0.09421,3.805,12.867487
44.89,61.87,0.00824,8.557,16.48622
45.02,31.41,0.1447,11.14,12.094735
44.92,51.84,0.1417,6.833,11.46994
44.73,40.2,0.06088,8.379,14.155074
44.82,59.54,0.06294,14.02,14.025466
44.81,57.52,0.1434,19.41,11.954665
44.76,42.88,0.07945,3.666,13.273323
44.95,55.25,0.1323,6.552,11.546629
45.03,34.91,0.04447,15.69,15.01336
44.79,39.86,0.006932,5.184,16.584253
44.97,35.38,0.1757,12.88,11.713725
44.85,30.93,0.1174,14.86,12.661601
44.76,53.46,0.07683,5.142,13.274311
45.01,56.66,0.04813,16.93,14.756098
44.99,58.25,0.1689,18.05,11.625521
44.82,64.99,0.1938,4.659,10.551778
44.9,46.4,0.1221,3.082,11.844405
44.87,59.09,0.08361,7.668,13.230428
44.74,31.74,0.04971,15.93,14.701204
45.05,34.52,0.1218,4.515,12.026068
44.94,43.82,0.02275,15.69,15.832796
44.91,55.0,0.1049,10.36,12.209525
45.04,55.71,0.1294,12.07,11.738832
44.73,49.12,0.05451,2.233,14.69935
44.87,63.79,0.1708,18.49,11.480261
44.93,63.46,0.1438,15.52,11.651694
45.01,47.39,0.1342,1.658,11.39756
44.79,41.28,0.007328,8.842,16.564014
44.75,37.2,0.1953,7.992,11.387822
44.9,52.59,0.1029,11.22,12.293307
44.78,64.32,0.03954,5.974,15.021682
44.96,38.53,0.1132,8.653,12.206994
44.94,35.3,0.06638,14.23,13.946729
44.81,46.88,0.02068,16.19,16.014905
44.99,64.53,0.0838,19.98,13.251493
44.85,31.98,0.03003,14.91,15.665723
44.88,37.61,0.03209,15.73,15.431775
44.92,64.17,0.1411,18.67,11.952079
45.0,61.81,0.1821,12.29,11.033019
44.78,42.69,0.1713,7.852,11.371329
45.02,55.33,0.02016,19.7,15.988603
44.84,44.52,0.06857,7.23,13.707931
45.01,46.66,0.01539,8.697,16.222029
44.83,58.03,0.1686,1.85,10.933469
44.76,38.51,0.1222,8.884,12.147913
44.71,63.81,0.1135,16.77,12.079468
44.99,64.81,0.003962,19.12,16.705961
44.88,38.92,0.1711,1.929,11.409695
44.74,53.76,0.1334,0.85,11.364548
64.12,45.63,0.1987,9.105,9.7375263
63.96,49.65,0.1861,13.17,9.9970969
64.19,62.48,0.1127,8.056,10.126275
64.03,30.96,0.1566,15.38,10.478701
64.15,31.07,0.07845,2.408,11.426472
64.04,62.03,0.02177,6.171,13.235097
64.09,64.34,0.07614,7.479,10.985667
64.22,40.37,0.1007,3.864,10.561238
64.13,45.04,0.09426,5.676,10.590979
64.0,32.13,0.147,3.984,10.44535
64.23,38.39,0.05903,11.98,11.894375
64.25,62.05,0.09131,8.604,10.364061
64.11,36.82,0.00875,6.557,13.943133
64.02,31.14,0.156,8.461,10.317644
64.19,64.66,0.08443,3.058,10.501752
64.1,58.71,0.1682,19.9,10.17947
64.04,53.25,0.05138,7.027,11.948455
64.05,62.94,0.09014,16.34,10.432749
64.22,39.07,0.1962,12.4,9.8399996
63.99,62.39,0.003838,8.802,14.105195
64.14,52.13,6.891e-05,14.43,14.278816
64.17,55.97,0.1784,14.43,9.872834
63.95,62.02,0.05722,14.13,11.873685
64.11,58.89,0.1547,3.527,9.7723823
64.06,53.07,0.1596,12.91,10.147068
64.17,36.34,0.07662,7.314,11.242387
64.02,33.07,0.1224,8.542,10.672835
64.23,52.89,0.1274,0.683,9.9420742
64.01,53.55,0.1961,18.52,9.9466052
64.04,38.79,0.05503,6.438,11.914853
64.06,30.23,0.1808,14.14,10.346895
64.06,33.78,0.14,6.296,10.430144
63.97,62.42,0.1416,14.62,10.165297
64.16,40.03,0.1691,0.7002,9.7961226
64.0,42.27,0.1542,15.35,10.330467
64.05,41.54,0.0548,6.003,11.834583
64.17,30.09,0.0903,1.015,10.89374
63.98,63.4,0.1242,11.33,10.301812
64.25,51.15,0.04346,17.69,12.447269
64.08,55.03,0.03893,13.04,12.664955
64.05,34.3,0.1313,11.21,10.637347
64.29,50.87,0.08923,5.356,10.490784
64.24,45.64,0.1529,1.844,9.9262163
64.13,40.67,0.05899,11.19,11.667497
63.97,32.24,0.01985,18.68,13.516208
64.21,59.22,0.1741,10.02,9.7572031
64.07,44.17,0.1477,18.25,10.346188
64.14,47.12,0.003704,19.6,14.118
64.2,47.53,0.03547,19.12,12.729484
64.03,49.85,0.07946,19.72,11.159463
64.07,39.0,0.1741,13.8,10.15478
64.01,44.15,0.1815,6.876,9.7136107
64.12,34.14,0.08545,0.7896,11.20437
64.23,61.88,0.1948,0.186,9.1675823
63.95,56.22,0.1268,16.8,10.522289
64.09,47.11,0.0472,1.498,12.111703
64.08,38.87,0.02192,4.767,13.316312
63.97,55.46,0.06044,18.77,11.824498
64.18,32.13,0.04513,15.7,12.491236
64.09,57.91,0.1049,5.18,10.243999
64.26,60.32,0.1335,19.93,10.411173
64.25,46.43,0.1338,17.71,10.507363
64.21,39.64,0.01302,10.44,13.662105
64.16,31.49,0.1964,11.22,10.14464
64.03,59.55,0.1364,14.86,10.150742
64.19,52.2,0.06966,6.035,11.394937
64.12,45.71,0.06573,16.6,11.516355
63.98,61.78,0.1716,1.362,9.4099578
64.02,62.21,0.1978,9.074,9.4008736
64.13,33.97,0.1746,4.731,10.072312
64.17,33.47,0.03269,7.179,12.799747
64.11,64.2,0.1526,3.742,9.6341834
64.26,54.95,0.09532,9.722,10.501662
64.15,55.2,0.1833,6.026,9.5624399
64.2,36.5,0.1489,6.988,10.236088
63.98,63.13,0.0198,18.24,13.45312
64.2,47.78,0.1476,14.67,10.258149
63.96,45.03,0.1915,11.37,9.9034187
64.15,44.08,0.09011,10.93,10.737587
64.3,35.07,0.0,1.338,10.417583
64.1,33.65,0.01373,7.355,13.752605
64.26,36.36,0.1107,5.514,10.605964
64.29,40.32,0.01754,9.034,13.44139
64.28,51.48,0.04268,8.656,12.472039
64.07,52.38,0.08223,18.12,10.899342
64.0,40.57,0.1944,3.516,9.7611732
64.28,32.62,0.1691,8.706,10.243394
63.99,50.89,0.01241,19.09,13.745038
64.24,51.51,0.02684,15.69,13.134303
64.27,43.07,0.03649,2.061,12.575893
64.14,41.15,0.01607,2.762,13.561906
64.09,50.74,0.1054,1.517,10.218708
64.22,55.72,0.07157,17.94,11.262311
64.29,61.65,0.05015,16.25,12.030249
64.22,39.91,0.1997,5.81,9.8065456
64.18,35.0,0.07634,15.17,11.222701
64.28,55.85,0.01222,4.14,13.770756
64.27,58.35,0.02925,13.51,13.040401
63.99,57.04,0.1119,8.859,10.377125
64.27,37.77,0.1245,9.628,10.499024
46.06,50.31,0.1721,12.86,11.339724
45.97,61.05,0.05352,10.96,13.982751
45.96,40.49,0.1265,0.5542,11.480389
46.07,46.25,0.1689,14.22,11.395143
46.06,30.2,0.05386,2.026,14.597345
45.77,53.52,0.04103,17.28,14.731409
46.08,52.26,0.1091,2.14,12.129579
45.99,58.34,0.1016,12.33,12.178844
46.0,42.51,0.1609,17.5,11.662772
45.75,47.55,0.0149,3.126,16.046073
45.87,42.91,0.1863,7.42,11.110249
45.81,50.07,0.1599,12.03,11.491594
45.96,51.1,0.1086,17.46,12.037367
46.09,58.29,0.06345,6.163,13.863202
45.99,49.69,0.07283,17.61,13.326609
45.83,37.37,0.06933,15.93,13.550668
45.75,52.94,0.02024,12.87,15.749536
46.05,47.64,0.0883,13.19,12.56187
45.85,49.21,0.04952,14.37,14.370429
46.1,40.59,0.04511,0.6683,14.860835
45.8,35.2,0.06381,0.4015,13.751152
45.98,60.94,0.1337,6.146,11.270428
45.85,41.6,0.07167,17.48,13.643594
45.82,41.83,0.1008,3.739,12.579231
45.84,57.27,0.08928,17.91,12.676217
46.05,45.18,0.02132,16.38,15.633878
45.94,31.77,0.1089,11.56,12.310071
46.01,53.3,0.1627,7.152,11.027796
45.89,49.12,0.04758,3.977,14.44503
45.81,36.38,0.1071,15.55,12.365843
45.96,38.23,0.1805,17.4,11.618728
45.98,49.72,0.07062,14.99,13.380053
45.98,42.97,0.03394,7.147,15.05893
45.89,42.59,0.1985,10.6,10.990652
45.78,48.66,0.187,10.93,11.161352
46.09,30.87,0.008124,0.3351,16.217549
45.87,52.23,0.1957,13.05,10.897073
46.07,63.26,0.1807,15.04,11.019956
46.02,31.4,0.01449,11.61,15.958688
45.92,56.18,0.1909,15.14,11.09243
46.09,39.84,0.1525,2.458,11.434889
46.03,46.04,0.1223,17.74,11.933369
46.07,39.4,0.1916,13.58,11.318802
45.8,34.79,0.06631,1.84,13.651705
45.82,45.95,0.04993,15.55,14.478761
45.76,36.91,0.009946,15.91,16.193838
45.94,62.38,0.07893,8.519,12.920532
45.79,60.33,0.1325,9.89,11.521962
45.91,63.14,0.09377,1.052,12.178096
45.9,52.32,0.1976,18.26,11.120623
45.86,60.44,0.1717,4.055,10.589319
45.77,63.62,0.02998,11.55,15.189751
45.86,56.65,0.1304,1.391,11.104221
45.83,48.74,0.03777,5.485,15.044647
45.9,35.7,0.08631,10.52,12.812662
45.78,36.62,0.04833,0.17,14.830358
45.91,58.07,0.1786,15.43,11.11308
46.06,53.27,0.04598,4.369,14.469744
45.89,38.11,0.08433,15.84,12.922819
45.9,38.53,0.1926,18.73,11.546369
45.95,44.89,0.1003,9.724,12.141794
45.9,49.17,0.0637,2.727,14.004586
45.86,31.64,0.1855,12.59,11.560518
46.08,55.16,0.06377,7.434,13.837481
45.8,48.94,0.00353,5.831,16.485607
45.85,50.22,0.1881,11.91,11.229849
46.03,60.1,0.1626,0.9334,10.651747
45.93,64.41,0.007642,14.67,16.230628
45.84,57.18,0.1111,1.405,11.583157
45.88,37.19,0.1129,19.16,12.35351
46.02,61.0,0.1362,5.686,11.148587
46.01,33.32,0.1292,3.312,11.80749
46.04,32.05,0.0001158,11.9,16.590778
45.95,35.55,0.1457,13.09,11.929766
45.96,37.52,0.1962,1.178,10.998073
45.87,50.65,0.1777,0.5053,10.699597
46.08,60.92,0.004592,10.72,16.365805
45.8,59.19,0.1574,12.93,11.160188
45.78,64.92,0.1312,1.075,11.020185
46.0,40.44,0.1632,5.176,11.363521
45.93,53.49,0.1747,1.612,10.746253
46.02,34.34,0.003069,12.39,16.456175
45.97,32.5,0.109,10.75,12.304052
45.83,52.82,0.08528,8.582,12.923411
46.03,42.81,0.1896,3.228,10.87195
45.92,59.37,0.01289,18.33,16.022145
45.76,51.35,0.1797,18.34,11.350156
46.05,64.97,0.001738,11.74,16.51629
45.88,34.22,0.08589,15.57,13.005653
45.94,49.62,0.05435,6.826,14.289039
46.0,32.48,0.1413,9.153,11.86424
45.79,54.12,0.1089,4.035,11.729919
46.04,61.89,0.05032,14.52,14.336066
45.93,60.95,0.1582,13.54,11.9
45.81,52.12,0.1487,12.28,11.421235
45.77,63.56,0.1466,7.772,11.059202
45.92,30.93,0.009298,16.24,16.172097
45.83,45.35,0.1375,14.53,11.819988
46.01,50.18,0.04984,17.57,14.293691
45.99,44.04,0.03933,6.432,14.971419
51.36,54.2,0.1669,2.443,10.388986
51.48,61.42,0.1402,7.959,10.845534
51.47,38.48,0.03496,7.537,14.414083
51.46,61.93,0.0767,18.3,12.451168
51.64,35.35,0.1094,5.527,11.63667
51.53,51.0,0.108,10.38,11.350733
51.59,42.14,0.08681,6.089,12.263934
51.46,48.73,0.08426,10.15,12.032096
